Date,Code,Name,Close,Marcap,Stocks,Naver_Close,Institution_Net_Volume,Foreign_Net_Volume,Institution_Net_Est_Value,Foreign_Net_Est_Value,Basket,KOSPI_Marcap,KOSPI_Share_Pct
2026-06-04,055550,신한지주,100100.0,47512901536100.0,474654361,100100.0,330794.0,80950.0,33112479400.0,8103095000.0,금융,7073751550116092.0,0.6716789697726977
2026-06-04,086790,하나금융지주,120600.0,33088750408800.0,274367748,120600.0,83304.0,47151.0,10046462400.0,5686410600.0,금융,7073751550116092.0,0.4677680601922887
2026-06-04,105560,KB금융,164200.0,61222044711000.0,372850455,164200.0,16997.0,312802.0,2790907400.0,51362088400.0,금융,7073751550116092.0,0.8654819762505688
2026-06-04,316140,우리금융지주,30400.0,22315920128000.0,734076320,30400.0,67134.0,-130941.0,2040873600.0,-3980606400.0,금융,7073751550116092.0,0.31547503428550244
2026-06-04,000660,SK하이닉스,2298000.0,1637790034770000.0,712702365,2298000.0,114049.0,-316443.0,262084602000.0,-727186014000.0,반도체,7073751550116092.0,23.15306133056258
2026-06-04,005930,삼성전자,351500.0,2054966930712000.0,5846278608,351500.0,3253812.0,-12414744.0,1143714918000.0,-4363782516000.0,반도체,7073751550116092.0,29.05059523440959
2026-06-04,003230,삼양식품,1114000.0,8391778710000.0,7533015,1114000.0,-8849.0,7207.0,-9857786000.0,8028598000.0,생활소비재,7073751550116092.0,0.11863264705504503
2026-06-04,015760,한국전력,38700.0,24844009779900.0,641964077,38700.0,-126829.0,150332.0,-4908282300.0,5817848400.0,생활소비재,7073751550116092.0,0.35121405669799455
2026-06-04,033780,KT&G,175800.0,18249878164800.0,103810456,175800.0,64219.0,-104815.0,11289700200.0,-18426477000.0,생활소비재,7073751550116092.0,0.25799433349479867
2026-06-04,090430,아모레퍼시픽,111200.0,6504394800800.0,58492759,111200.0,1693.0,15442.0,188261600.0,1717150400.0,생활소비재,7073751550116092.0,0.09195113448242682
2026-06-04,278470,에이피알,405000.0,15162452775000.0,37438155,405000.0,-23583.0,23521.0,-9551115000.0,9526005000.0,생활소비재,7073751550116092.0,0.21434811030013007
2026-06-05,024110,기업은행,20650.0,16466844194850.0,797425869,20650.0,-155371.0,121818.0,-3208411150.0,2515541700.0,금융,6685559129584654.0,0.24630466765272657
2026-06-05,032830,삼성생명,412500.0,82500000000000.0,200000000,412500.0,23108.0,16374.0,9532050000.0,6754275000.0,금융,6685559129584654.0,1.2340029966218455
2026-06-05,055550,신한지주,107500.0,51025343807500.0,474654361,107500.0,137742.0,319164.0,14807265000.0,34310130000.0,금융,6685559129584654.0,0.7632172989347265
2026-06-05,086790,하나금융지주,123600.0,33911853652800.0,274367748,123600.0,40365.0,71180.0,4989114000.0,8797848000.0,금융,6685559129584654.0,0.5072403518612931
2026-06-05,105560,KB금융,171600.0,63981138078000.0,372850455,171600.0,-991.0,129367.0,-170055600.0,22199377200.0,금융,6685559129584654.0,0.9570050438245825
2026-06-05,316140,우리금융지주,31200.0,22903181184000.0,734076320,31200.0,123686.0,-284.0,3859003200.0,-8860800.0,금융,6685559129584654.0,0.3425768995542917
2026-06-05,000660,SK하이닉스,2070000.0,1475293895550000.0,712702365,2070000.0,-411774.0,-606860.0,-852372180000.0,-1256200200000.0,반도체,6685559129584654.0,22.066873794019585
2026-06-05,005930,삼성전자,329000.0,1923425662032000.0,5846278608,329000.0,-1446498.0,-4240844.0,-475897842000.0,-1395237676000.0,반도체,6685559129584654.0,28.76985491790115
2026-06-05,003230,삼양식품,1120000.0,8436976800000.0,7533015,1120000.0,13577.0,-12997.0,15206240000.0,-14556640000.0,생활소비재,6685559129584654.0,0.1261970261045938
2026-06-05,015760,한국전력,38100.0,24458831333700.0,641964077,38100.0,-98938.0,-124190.0,-3769537800.0,-4731639000.0,생활소비재,6685559129584654.0,0.3658457110261102
2026-06-05,033780,KT&G,179300.0,18613214760800.0,103810456,179300.0,31659.0,-5061.0,5676458700.0,-907437300.0,생활소비재,6685559129584654.0,0.27840924595870503
2026-06-05,090430,아모레퍼시픽,107500.0,6287971592500.0,58492759,107500.0,-49249.0,-30902.0,-5294267500.0,-3321965000.0,생활소비재,6685559129584654.0,0.09405303985233984
2026-06-05,278470,에이피알,389000.0,14563442295000.0,37438155,389000.0,-11819.0,-6396.0,-4597591000.0,-2488044000.0,생활소비재,6685559129584654.0,0.21783432040193124
2026-06-08,024110,기업은행,20250.0,16147873847250.0,797425869,20250.0,-272527.0,145022.0,-5518671750.0,2936695500.0,금융,6132411531476562.0,0.26332012723487125
2026-06-08,032830,삼성생명,375500.0,75100000000000.0,200000000,375500.0,19349.0,-10013.0,7265549500.0,-3759881500.0,금융,6132411531476562.0,1.2246405776018985
